Date,Stock,Action,Qty,Price,Total_Amount,Cash_In_Hand,TMS_Khata_Value,Profit_Loss,Gain_Loss_Pct,Portfolio_Value,Reason
"Jan 24, 2016",NMB,SELL,35.0,485.0,16975.0,458885.0,135604.0,11865.0,232.19%,594489.0,Take Profit (100% up) - exactly 232.19% up
"Jan 24, 2016",PCBL,SELL,34.0,510.0,17340.0,476225.0,118264.0,11900.0,218.75%,594489.0,Take Profit (100% up) - exactly 218.75% up
"Jan 24, 2016",SANIMA,SELL,34.0,714.0,24276.0,500501.0,93988.0,18836.0,346.25%,594489.0,Take Profit (100% up) - exactly 346.25% up
"Jan 24, 2016",SBI,SELL,22.0,1275.0,28050.0,528551.0,65938.0,19250.0,218.75%,594489.0,Take Profit (100% up) - exactly 218.75% up
"Jan 28, 2016",AHPC,BUY,87.0,341.0,-29667.0,498884.0,95605.0,0.0,0.00%,594489.0,Trend Entry (Str: 0.23)
"Jan 28, 2016",ICFC,BUY,128.0,231.0,-29568.0,469316.0,125173.0,0.0,0.00%,594489.0,Trend Entry (Str: 0.09)
"Jan 28, 2016",NBB,BUY,60.0,490.0,-29400.0,439916.0,154573.0,0.0,0.00%,594489.0,Trend Entry (Str: 0.07)
"Jan 28, 2016",SANIMA,BUY,41.0,720.0,-29520.0,410396.0,184093.0,0.0,0.00%,594489.0,Trend Entry (Str: 0.06)
"Jan 28, 2016",CZBIL,BUY,48.0,615.0,-29520.0,380876.0,213613.0,0.0,0.00%,594489.0,Trend Entry (Str: 0.04)
"Feb 01, 2016",GBIME,BUY,62.0,475.0,-29450.0,351426.0,246365.0,0.0,0.00%,597791.0,Trend Entry (Str: 0.12)
"Feb 01, 2016",NMB,BUY,62.0,477.0,-29574.0,321852.0,275939.0,0.0,0.00%,597791.0,Trend Entry (Str: 0.07)
"Feb 01, 2016",NABIL,BUY,15.0,1905.0,-28575.0,293277.0,304514.0,0.0,0.00%,597791.0,Trend Entry (Str: 0.03)
"Feb 03, 2016",MFIL,SELL,43.0,233.0,10019.0,303296.0,302048.0,5375.0,115.74%,605344.0,Take Profit (100% up) - exactly 115.74% up
"Feb 04, 2016",NHPC,BUY,202.0,150.0,-30300.0,272996.0,333612.0,0.0,0.00%,606608.0,Trend Entry (Str: 0.15)
"Feb 04, 2016",ADBL,BUY,51.0,589.0,-30039.0,242957.0,363651.0,0.0,0.00%,606608.0,Trend Entry (Str: 0.07)
"Feb 04, 2016",ALICL,BUY,23.0,1300.0,-29900.0,213057.0,393551.0,0.0,0.00%,606608.0,Trend Entry (Str: 0.03)
"Feb 07, 2016",AHPC,SELL,87.0,297.0,25839.0,238896.0,368443.0,-3828.0,-12.90%,607339.0,Trailing Stop (7% drop) - exactly 12.90% drop
"Feb 07, 2016",MFIL,BUY,118.0,257.0,-30326.0,208570.0,398769.0,0.0,0.00%,607339.0,Trend Entry (Str: 0.24)
"Feb 08, 2016",GMFIL,SELL,33.0,225.0,7425.0,215995.0,392187.0,1914.0,34.73%,608182.0,Take Profit (25% up) - exactly 34.73% up
"Feb 08, 2016",PCBL,BUY,59.0,510.0,-30090.0,185905.0,422277.0,0.0,0.00%,608182.0,Trend Entry (Str: 0.00)
"Feb 14, 2016",PROFL,SELL,42.0,140.0,5880.0,191785.0,415432.0,1302.0,28.44%,607217.0,Take Profit (25% up) - exactly 28.44% up
"Feb 18, 2016",SBI,BUY,21.0,1440.0,-30240.0,161545.0,454045.0,0.0,0.00%,615590.0,Trend Entry (Str: 0.03)
"Feb 22, 2016",PROFL,BUY,165.0,187.0,-30855.0,130690.0,488834.0,0.0,0.00%,619524.0,Trend Entry (Str: 0.28)
"Feb 22, 2016",NICA,BUY,41.0,755.0,-30955.0,99735.0,519789.0,0.0,0.00%,619524.0,Trend Entry (Str: 0.05)
"Feb 22, 2016",AHPC,BUY,101.0,306.0,-30906.0,68829.0,550695.0,0.0,0.00%,619524.0,Trend Entry (Str: 0.04)
"Feb 24, 2016",NHPC,SELL,202.0,164.0,33128.0,101957.0,512864.0,2828.0,9.33%,614821.0,Trailing Stop (7% drop) - exactly 7.87% drop
"Feb 25, 2016",PFL,SELL,48.0,290.0,13920.0,115877.0,508160.0,9552.0,218.68%,624037.0,Take Profit (100% up) - exactly 218.68% up
"Feb 25, 2016",EDBL,BUY,45.0,680.0,-30600.0,85277.0,538760.0,0.0,0.00%,624037.0,Trend Entry (Str: 0.02)
"Feb 28, 2016",JFL,SELL,31.0,346.0,10726.0,96003.0,533291.0,4898.0,84.04%,629294.0,Take Profit (25% up) - exactly 84.04% up
"Mar 06, 2016",NHPC,BUY,190.0,167.0,-31730.0,64273.0,572990.0,0.0,0.00%,637263.0,Trend Entry (Str: 0.04)
"Mar 13, 2016",JFL,BUY,92.0,351.0,-32292.0,31981.0,618306.0,0.0,0.00%,650287.0,Trend Entry (Str: 0.03)
"Mar 14, 2016",PFL,BUY,96.0,332.0,-31872.0,109.0,644557.0,0.0,0.00%,644666.0,Trend Entry (Str: 0.05)
"Mar 15, 2016",ICFC,SELL,128.0,258.0,33024.0,33133.0,612177.0,3456.0,11.69%,645310.0,Trailing Stop (7% drop) - exactly 7.86% drop
"Mar 15, 2016",AHPC,SELL,101.0,341.0,34441.0,67574.0,577736.0,3535.0,11.44%,645310.0,Trailing Stop (7% drop) - exactly 9.07% drop
"Mar 17, 2016",GMFIL,BUY,136.0,238.0,-32368.0,35206.0,615218.0,0.0,0.00%,650424.0,Trend Entry (Str: 0.06)
"Mar 20, 2016",NHPC,SELL,190.0,214.0,40660.0,75866.0,579188.0,8930.0,28.14%,655054.0,Take Profit (25% up) - exactly 28.14% up
"Mar 20, 2016",AHPC,BUY,96.0,339.0,-32544.0,43322.0,611732.0,0.0,0.00%,655054.0,Trend Entry (Str: 0.08)
"Mar 20, 2016",ICFC,BUY,118.0,276.0,-32568.0,10754.0,644300.0,0.0,0.00%,655054.0,Trend Entry (Str: 0.06)
"Mar 21, 2016",ADBL,SELL,51.0,648.0,33048.0,43802.0,612402.0,3009.0,10.02%,656204.0,Trailing Stop (7% drop) - exactly 8.35% drop
"Mar 24, 2016",AHPC,SELL,96.0,314.0,30144.0,73946.0,589857.0,-2400.0,-7.37%,663803.0,Trailing Stop (7% drop) - exactly 7.37% drop
"Mar 24, 2016",NHPC,BUY,171.0,194.0,-33174.0,40772.0,623031.0,0.0,0.00%,663803.0,Trend Entry (Str: 0.11)
"Mar 27, 2016",NMB,SELL,62.0,607.0,37634.0,78406.0,594060.0,8060.0,27.25%,672466.0,Take Profit (25% up) - exactly 27.25% up
"Mar 27, 2016",MFIL,SELL,118.0,237.0,27966.0,106372.0,566094.0,-2360.0,-7.78%,672466.0,Trailing Stop (7% drop) - exactly 9.54% drop
"Mar 27, 2016",ADBL,BUY,49.0,673.0,-32977.0,73395.0,599071.0,0.0,0.00%,672466.0,Trend Entry (Str: 0.08)
"Mar 28, 2016",JFL,SELL,92.0,320.0,29440.0,102835.0,566442.0,-2852.0,-8.83%,669277.0,Trailing Stop (7% drop) - exactly 8.83% drop
"Mar 28, 2016",ICFC,SELL,118.0,255.0,30090.0,132925.0,536352.0,-2478.0,-7.61%,669277.0,Trailing Stop (7% drop) - exactly 8.93% drop
"Mar 29, 2016",EDBL,SELL,45.0,570.0,25650.0,158575.0,500523.0,-4950.0,-16.18%,659098.0,Trailing Stop (7% drop) - exactly 19.03% drop
"Mar 30, 2016",GMFIL,SELL,136.0,314.0,42704.0,201279.0,458271.0,10336.0,31.93%,659550.0,Take Profit (25% up) - exactly 31.93% up
"Mar 31, 2016",NMB,BUY,55.0,590.0,-32450.0,168829.0,488012.0,0.0,0.00%,656841.0,Trend Entry (Str: 0.07)
"Apr 03, 2016",NHPC,SELL,171.0,180.0,30780.0,199609.0,454941.0,-2394.0,-7.22%,654550.0,Trailing Stop (7% drop) - exactly 7.22% drop
"Apr 03, 2016",GMFIL,BUY,98.0,333.0,-32634.0,166975.0,487575.0,0.0,0.00%,654550.0,Trend Entry (Str: 0.37)
"Apr 04, 2016",PROFL,SELL,165.0,160.0,26400.0,193375.0,459528.0,-4455.0,-14.44%,652903.0,Trailing Stop (7% drop) - exactly 14.44% drop
"Apr 05, 2016",ALICL,SELL,23.0,1355.0,31165.0,224540.0,432298.0,1265.0,4.23%,656838.0,Trailing Stop (7% drop) - exactly 7.51% drop
"Apr 11, 2016",ADBL,SELL,49.0,576.0,28224.0,252764.0,395520.0,-4753.0,-14.41%,648284.0,Trailing Stop (7% drop) - exactly 15.79% drop
"Apr 12, 2016",PFL,SELL,96.0,311.0,29856.0,282620.0,367576.0,-2016.0,-6.33%,650196.0,Trailing Stop (7% drop) - exactly 7.44% drop
"Apr 14, 2016",MBL,SELL,41.0,540.0,22140.0,304760.0,367303.0,17343.0,361.54%,672063.0,Take Profit (100% up) - exactly 361.54% up
"Apr 17, 2016",PFL,BUY,104.0,324.0,-33696.0,271064.0,405195.0,0.0,0.00%,676259.0,Trend Entry (Str: 0.02)
"Apr 19, 2016",CZBIL,SELL,48.0,775.0,37200.0,308264.0,377623.0,7680.0,26.02%,685887.0,Take Profit (25% up) - exactly 26.02% up
"Apr 19, 2016",PROFL,BUY,221.0,155.0,-34255.0,274009.0,411878.0,0.0,0.00%,685887.0,Trend Entry (Str: 0.05)
"Apr 21, 2016",MFIL,BUY,135.0,253.0,-34155.0,239854.0,448247.0,0.0,0.00%,688101.0,Trend Entry (Str: 0.11)
"Apr 21, 2016",ICFC,BUY,123.0,278.0,-34194.0,205660.0,482441.0,0.0,0.00%,688101.0,Trend Entry (Str: 0.05)
"Apr 24, 2016",NBB,SELL,60.0,622.0,37320.0,242980.0,455357.0,7920.0,26.94%,698337.0,Take Profit (25% up) - exactly 26.94% up
"Apr 24, 2016",CZBIL,BUY,44.0,790.0,-34760.0,208220.0,490117.0,0.0,0.00%,698337.0,Trend Entry (Str: 0.09)
"Apr 25, 2016",PCBL,SELL,59.0,640.0,37760.0,245980.0,458507.0,7670.0,25.49%,704487.0,Take Profit (25% up) - exactly 25.49% up
"Apr 26, 2016",MFIL,SELL,135.0,335.0,45225.0,291205.0,416002.0,11070.0,32.41%,707207.0,Take Profit (25% up) - exactly 32.41% up
"Apr 27, 2016",ALICL,BUY,24.0,1419.0,-34056.0,257149.0,450276.0,0.0,0.00%,707425.0,Trend Entry (Str: 0.02)
"Apr 28, 2016",NBB,BUY,56.0,629.0,-35224.0,221925.0,485012.0,0.0,0.00%,706937.0,Trend Entry (Str: 0.10)
"Apr 28, 2016",NHPC,BUY,184.0,192.0,-35328.0,186597.0,520340.0,0.0,0.00%,706937.0,Trend Entry (Str: 0.02)
"May 02, 2016",MFIL,BUY,110.0,320.0,-35200.0,151397.0,555714.0,0.0,0.00%,707111.0,Trend Entry (Str: 0.30)
"May 02, 2016",PCBL,BUY,56.0,622.0,-34832.0,116565.0,590546.0,0.0,0.00%,707111.0,Trend Entry (Str: 0.07)
"May 03, 2016",PFL,SELL,104.0,305.0,31720.0,148285.0,556749.0,-1976.0,-5.86%,705034.0,Trailing Stop (7% drop) - exactly 7.58% drop
"May 04, 2016",GBIME,SELL,62.0,493.0,30566.0,178851.0,525106.0,1116.0,3.79%,703957.0,Trailing Stop (7% drop) - exactly 7.33% drop
"May 08, 2016",NICA,SELL,41.0,950.0,38950.0,217801.0,492652.0,7995.0,25.83%,710453.0,Take Profit (25% up) - exactly 25.83% up
"May 08, 2016",AHPC,BUY,111.0,320.0,-35520.0,182281.0,528172.0,0.0,0.00%,710453.0,Trend Entry (Str: 0.03)
"May 08, 2016",EDBL,BUY,58.0,612.0,-35496.0,146785.0,563668.0,0.0,0.00%,710453.0,Trend Entry (Str: 0.02)
"May 09, 2016",GBIME,BUY,71.0,504.0,-35784.0,111001.0,605325.0,0.0,0.00%,716326.0,Trend Entry (Str: 0.02)
"May 09, 2016",ADBL,BUY,55.0,649.0,-35695.0,75306.0,641020.0,0.0,0.00%,716326.0,Trend Entry (Str: 0.01)
"May 11, 2016",MFIL,SELL,110.0,295.0,32450.0,107756.0,600352.0,-2750.0,-7.81%,708108.0,Trailing Stop (7% drop) - exactly 7.81% drop
"May 12, 2016",NICA,BUY,38.0,923.0,-35074.0,72682.0,634708.0,0.0,0.00%,707390.0,Trend Entry (Str: 0.09)
"May 15, 2016",NHPC,SELL,184.0,176.0,32384.0,105066.0,595936.0,-2944.0,-8.33%,701002.0,Trailing Stop (7% drop) - exactly 8.33% drop
"May 16, 2016",NICA,SELL,38.0,772.0,29336.0,134402.0,567126.0,-5738.0,-16.36%,701528.0,Trailing Stop (7% drop) - exactly 16.36% drop
"May 17, 2016",SANIMA,SELL,41.0,905.0,37105.0,171507.0,535504.0,7585.0,25.69%,707011.0,Take Profit (25% up) - exactly 25.69% up
"May 17, 2016",MFIL,BUY,117.0,300.0,-35100.0,136407.0,570604.0,0.0,0.00%,707011.0,Trend Entry (Str: 0.07)
"May 22, 2016",GMFIL,SELL,98.0,313.0,30674.0,167081.0,543901.0,-1960.0,-6.01%,710982.0,Trailing Stop (7% drop) - exactly 8.21% drop
"May 22, 2016",SANIMA,BUY,39.0,903.0,-35217.0,131864.0,579118.0,0.0,0.00%,710982.0,Trend Entry (Str: 0.04)
"May 30, 2016",MEGA,SELL,31.0,433.0,13423.0,145287.0,582634.0,7843.0,140.56%,727921.0,Take Profit (100% up) - exactly 140.56% up
"May 30, 2016",NMB,SELL,55.0,665.0,36575.0,181862.0,546059.0,4125.0,12.71%,727921.0,Trailing Stop (7% drop) - exactly 7.51% drop
"Jun 01, 2016",NHPC,BUY,175.0,207.0,-36225.0,145637.0,581539.0,0.0,0.00%,727176.0,Trend Entry (Str: 0.11)
"Jun 05, 2016",SBI,SELL,21.0,1650.0,34650.0,180287.0,529824.0,4410.0,14.58%,710111.0,Trailing Stop (7% drop) - exactly 8.28% drop
"Jun 05, 2016",ICFC,SELL,123.0,285.0,35055.0,215342.0,494769.0,861.0,2.52%,710111.0,Trailing Stop (7% drop) - exactly 9.24% drop
"Jun 05, 2016",PCBL,SELL,56.0,635.0,35560.0,250902.0,459209.0,728.0,2.09%,710111.0,Trailing Stop (7% drop) - exactly 9.93% drop
"Jun 05, 2016",AHPC,SELL,111.0,340.0,37740.0,288642.0,421469.0,2220.0,6.25%,710111.0,Trailing Stop (7% drop) - exactly 9.09% drop
"Jun 05, 2016",EDBL,SELL,58.0,606.0,35148.0,323790.0,386321.0,-348.0,-0.98%,710111.0,Trailing Stop (7% drop) - exactly 8.18% drop
"Jun 05, 2016",MEGA,BUY,72.0,487.0,-35064.0,288726.0,421385.0,0.0,0.00%,710111.0,Trend Entry (Str: 0.23)
"Jun 06, 2016",CZBIL,SELL,44.0,590.0,25960.0,314686.0,390738.0,-8800.0,-25.32%,705424.0,Trailing Stop (7% drop) - exactly 29.59% drop
"Jun 06, 2016",JFL,BUY,107.0,329.0,-35203.0,279483.0,425941.0,0.0,0.00%,705424.0,Trend Entry (Str: 0.01)
"Jun 07, 2016",NBB,SELL,56.0,798.0,44688.0,324171.0,378739.0,9464.0,26.87%,702910.0,Take Profit (25% up) - exactly 26.87% up
"Jun 07, 2016",SANIMA,SELL,39.0,692.0,26988.0,351159.0,351751.0,-8229.0,-23.37%,702910.0,Trailing Stop (7% drop) - exactly 25.51% drop
"Jun 07, 2016",NHPC,SELL,175.0,192.0,33600.0,384759.0,318151.0,-2625.0,-7.25%,702910.0,Trailing Stop (7% drop) - exactly 7.25% drop
"Jun 09, 2016",PCBL,BUY,50.0,697.0,-34850.0,349909.0,354433.0,0.0,0.00%,704342.0,Trend Entry (Str: 0.06)
"Jun 09, 2016",EDBL,BUY,55.0,640.0,-35200.0,314709.0,389633.0,0.0,0.00%,704342.0,Trend Entry (Str: 0.04)
"Jun 12, 2016",NBB,BUY,40.0,869.0,-34760.0,279949.0,429439.0,0.0,0.00%,709388.0,Trend Entry (Str: 0.22)
"Jun 12, 2016",AHPC,BUY,99.0,356.0,-35244.0,244705.0,464683.0,0.0,0.00%,709388.0,Trend Entry (Str: 0.06)
"Jun 13, 2016",ICFC,BUY,119.0,298.0,-35462.0,209243.0,502702.0,0.0,0.00%,711945.0,Trend Entry (Str: 0.02)
"Jun 14, 2016",NMB,BUY,49.0,719.0,-35231.0,174012.0,542321.0,0.0,0.00%,716333.0,Trend Entry (Str: 0.06)
"Jun 16, 2016",ALICL,SELL,24.0,1870.0,44880.0,218892.0,509678.0,10824.0,31.78%,728570.0,Take Profit (25% up) - exactly 31.78% up
"Jun 19, 2016",NHPC,BUY,186.0,195.0,-36270.0,182622.0,543118.0,0.0,0.00%,725740.0,Trend Entry (Str: 0.04)
"Jun 20, 2016",GMFIL,BUY,95.0,380.0,-36100.0,146522.0,577660.0,0.0,0.00%,724182.0,Trend Entry (Str: 0.17)
"Jun 20, 2016",ALICL,BUY,20.0,1733.0,-34660.0,111862.0,612320.0,0.0,0.00%,724182.0,Trend Entry (Str: 0.15)
"Jun 20, 2016",PFL,BUY,117.0,307.0,-35919.0,75943.0,648239.0,0.0,0.00%,724182.0,Trend Entry (Str: 0.01)
"Jun 21, 2016",PROFL,SELL,221.0,198.0,43758.0,119701.0,611631.0,9503.0,27.74%,731332.0,Take Profit (25% up) - exactly 27.74% up
"Jun 22, 2016",SBI,BUY,21.0,1745.0,-36645.0,83056.0,658655.0,0.0,0.00%,741711.0,Trend Entry (Str: 0.00)
"Jun 26, 2016",NABIL,SELL,15.0,2400.0,36000.0,119056.0,632152.0,7425.0,25.98%,751208.0,Take Profit (25% up) - exactly 25.98% up
"Jun 26, 2016",PROFL,BUY,172.0,218.0,-37496.0,81560.0,669648.0,0.0,0.00%,751208.0,Trend Entry (Str: 0.26)
"Jun 27, 2016",GMFIL,SELL,95.0,351.0,33345.0,114905.0,646207.0,-2755.0,-7.63%,761112.0,Trailing Stop (7% drop) - exactly 7.63% drop
"Jun 28, 2016",NICA,BUY,47.0,810.0,-38070.0,76835.0,688769.0,0.0,0.00%,765604.0,Trend Entry (Str: 0.07)
"Jun 30, 2016",NABIL,BUY,15.0,2410.0,-36150.0,40685.0,728255.0,0.0,0.00%,768940.0,Trend Entry (Str: 0.05)
"Jul 06, 2016",GMFIL,BUY,103.0,376.0,-38728.0,1957.0,773689.0,0.0,0.00%,775646.0,Trend Entry (Str: 0.13)
"Jul 10, 2016",MFIL,SELL,117.0,385.0,45045.0,47002.0,735044.0,9945.0,28.33%,782046.0,Take Profit (25% up) - exactly 28.33% up
"Jul 10, 2016",CZBIL,BUY,57.0,676.0,-38532.0,8470.0,773576.0,0.0,0.00%,782046.0,Trend Entry (Str: 0.03)
"Jul 11, 2016",ALICL,SELL,20.0,1720.0,34400.0,42870.0,733956.0,-260.0,-0.75%,776826.0,Trailing Stop (7% drop) - exactly 8.51% drop
"Jul 13, 2016",JFL,SELL,107.0,366.0,39162.0,82032.0,678418.0,3959.0,11.25%,760450.0,Trailing Stop (7% drop) - exactly 7.34% drop
"Jul 13, 2016",AHPC,SELL,99.0,397.0,39303.0,121335.0,639115.0,4059.0,11.52%,760450.0,Trailing Stop (7% drop) - exactly 8.74% drop
"Jul 13, 2016",SBI,SELL,21.0,1850.0,38850.0,160185.0,600265.0,2205.0,6.02%,760450.0,Trailing Stop (7% drop) - exactly 7.31% drop
"Jul 14, 2016",MFIL,BUY,100.0,384.0,-38400.0,121785.0,647927.0,0.0,0.00%,769712.0,Trend Entry (Str: 0.10)
"Jul 14, 2016",SANIMA,BUY,51.0,750.0,-38250.0,83535.0,686177.0,0.0,0.00%,769712.0,Trend Entry (Str: 0.03)
"Jul 17, 2016",ADBL,SELL,55.0,844.0,46420.0,129955.0,654543.0,10725.0,30.05%,784498.0,Take Profit (25% up) - exactly 30.05% up
"Jul 17, 2016",ICFC,SELL,119.0,380.0,45220.0,175175.0,609323.0,9758.0,27.52%,784498.0,Take Profit (25% up) - exactly 27.52% up
"Jul 17, 2016",NHPC,SELL,186.0,195.0,36270.0,211445.0,573053.0,0.0,0.00%,784498.0,Trailing Stop (7% drop) - exactly 7.14% drop
"Jul 17, 2016",JFL,BUY,104.0,374.0,-38896.0,172549.0,611949.0,0.0,0.00%,784498.0,Trend Entry (Str: 0.08)
"Jul 17, 2016",SBI,BUY,20.0,1955.0,-39100.0,133449.0,651049.0,0.0,0.00%,784498.0,Trend Entry (Str: 0.07)
"Jul 17, 2016",AHPC,BUY,93.0,421.0,-39153.0,94296.0,690202.0,0.0,0.00%,784498.0,Trend Entry (Str: 0.07)
"Jul 18, 2016",MEGA,SELL,72.0,620.0,44640.0,138936.0,658054.0,9576.0,27.31%,796990.0,Take Profit (25% up) - exactly 27.31% up
"Jul 18, 2016",MBL,BUY,48.0,822.0,-39456.0,99480.0,697510.0,0.0,0.00%,796990.0,Trend Entry (Str: 0.37)
"Jul 18, 2016",ALICL,BUY,21.0,1886.0,-39606.0,59874.0,737116.0,0.0,0.00%,796990.0,Trend Entry (Str: 0.09)
"Jul 19, 2016",PROFL,SELL,172.0,218.0,37496.0,97370.0,716985.0,0.0,0.00%,814355.0,Trailing Stop (7% drop) - exactly 7.23% drop
"Jul 21, 2016",ADBL,BUY,41.0,984.0,-40344.0,57026.0,754494.0,0.0,0.00%,811520.0,Trend Entry (Str: 0.30)
"Jul 21, 2016",ICFC,BUY,108.0,375.0,-40500.0,16526.0,794994.0,0.0,0.00%,811520.0,Trend Entry (Str: 0.12)
"Jul 25, 2016",PCBL,SELL,50.0,885.0,44250.0,60776.0,783801.0,9400.0,26.97%,844577.0,Take Profit (25% up) - exactly 26.97% up
"Jul 25, 2016",EDBL,SELL,55.0,805.0,44275.0,105051.0,739526.0,9075.0,25.78%,844577.0,Take Profit (25% up) - exactly 25.78% up
"Jul 25, 2016",PFL,SELL,117.0,416.0,48672.0,153723.0,690854.0,12753.0,35.50%,844577.0,Take Profit (25% up) - exactly 35.50% up
"Jul 25, 2016",PROFL,BUY,163.0,258.0,-42054.0,111669.0,732908.0,0.0,0.00%,844577.0,Trend Entry (Str: 0.22)
"Jul 27, 2016",GMFIL,SELL,103.0,491.0,50573.0,162242.0,722535.0,11845.0,30.59%,884777.0,Take Profit (25% up) - exactly 30.59% up
"Jul 31, 2016",JFL,SELL,104.0,472.0,49088.0,211330.0,664978.0,10192.0,26.20%,876308.0,Take Profit (25% up) - exactly 26.20% up
"Jul 31, 2016",PFL,BUY,101.0,433.0,-43733.0,167597.0,708711.0,0.0,0.00%,876308.0,Trend Entry (Str: 0.21)
"Jul 31, 2016",GMFIL,BUY,97.0,451.0,-43747.0,123850.0,752458.0,0.0,0.00%,876308.0,Trend Entry (Str: 0.19)
"Jul 31, 2016",EDBL,BUY,53.0,824.0,-43672.0,80178.0,796130.0,0.0,0.00%,876308.0,Trend Entry (Str: 0.16)
"Jul 31, 2016",PCBL,BUY,49.0,882.0,-43218.0,36960.0,839348.0,0.0,0.00%,876308.0,Trend Entry (Str: 0.14)
"Aug 02, 2016",ADBL,SELL,41.0,1000.0,41000.0,77960.0,780437.0,656.0,1.63%,858397.0,Trailing Stop (7% drop) - exactly 7.58% drop
"Aug 02, 2016",PROFL,SELL,163.0,273.0,44499.0,122459.0,735938.0,2445.0,5.81%,858397.0,Trailing Stop (7% drop) - exactly 12.22% drop
"Aug 03, 2016",MFIL,SELL,100.0,430.0,43000.0,165459.0,679306.0,4600.0,11.98%,844765.0,Trailing Stop (7% drop) - exactly 9.66% drop
"Aug 04, 2016",GBIME,SELL,71.0,550.0,39050.0,204509.0,620580.0,3266.0,9.13%,825089.0,Trailing Stop (7% drop) - exactly 8.33% drop
"Aug 04, 2016",NMB,SELL,49.0,826.0,40474.0,244983.0,580106.0,5243.0,14.88%,825089.0,Trailing Stop (7% drop) - exactly 7.19% drop
"Aug 04, 2016",NICA,SELL,47.0,845.0,39715.0,284698.0,540391.0,1645.0,4.32%,825089.0,Trailing Stop (7% drop) - exactly 7.55% drop
"Aug 04, 2016",CZBIL,SELL,57.0,713.0,40641.0,325339.0,499750.0,2109.0,5.47%,825089.0,Trailing Stop (7% drop) - exactly 7.52% drop
"Aug 04, 2016",SANIMA,SELL,51.0,765.0,39015.0,364354.0,460735.0,765.0,2.00%,825089.0,Trailing Stop (7% drop) - exactly 7.72% drop
"Aug 04, 2016",SBI,SELL,20.0,1930.0,38600.0,402954.0,422135.0,-500.0,-1.28%,825089.0,Trailing Stop (7% drop) - exactly 7.57% drop
"Aug 04, 2016",AHPC,SELL,93.0,415.0,38595.0,441549.0,383540.0,-558.0,-1.43%,825089.0,Trailing Stop (7% drop) - exactly 10.75% drop
"Aug 04, 2016",PFL,SELL,101.0,405.0,40905.0,482454.0,342635.0,-2828.0,-6.47%,825089.0,Trailing Stop (7% drop) - exactly 7.32% drop
"Aug 04, 2016",GMFIL,SELL,97.0,416.0,40352.0,522806.0,302283.0,-3395.0,-7.76%,825089.0,Trailing Stop (7% drop) - exactly 7.76% drop
"Aug 04, 2016",EDBL,SELL,53.0,765.0,40545.0,563351.0,261738.0,-3127.0,-7.16%,825089.0,Trailing Stop (7% drop) - exactly 7.16% drop
"Aug 04, 2016",PCBL,SELL,49.0,670.0,32830.0,596181.0,228908.0,-10388.0,-24.04%,825089.0,Trailing Stop (7% drop) - exactly 24.04% drop
"Aug 08, 2016",NABIL,SELL,15.0,2240.0,33600.0,629781.0,183985.0,-2550.0,-7.05%,813766.0,Trailing Stop (7% drop) - exactly 9.16% drop
